state,date,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,deaths_covid
AL,2021/09/20,2109,110,1989,112,59,110,44,110,42
AR,2021/09/20,960,95,892,97,18,95,10,95,18
AZ,2021/09/20,1886,106,1673,109,37,106,23,106,138
CA,2021/09/20,6339,370,6019,378,105,370,86,370,86
CO,2021/09/20,997,95,911,97,39,95,9,95,4
CT,2021/09/20,332,32,290,33,6,32,5,32,4
DC,2021/09/20,126,13,108,14,22,13,20,13,1
DE,2021/09/20,248,10,220,11,16,10,6,10,1
FL,2021/09/20,8342,236,8034,242,144,236,130,236,178
GA,2021/09/20,4889,154,4565,157,114,154,74,154,82
HI,2021/09/20,307,25,297,25,12,25,8,25,3
IA,2021/09/20,664,120,618,122,18,120,17,120,5
ID,2021/09/20,754,48,766,49,8,48,7,48,14
IL,2021/09/20,2026,181,1833,186,62,181,29,181,21
IN,2021/09/20,2422,134,2236,136,36,134,22,134,35
KS,2021/09/20,659,141,603,144,28,141,9,141,13
KY,2021/09/20,2328,104,2140,106,52,104,17,104,37
LA,2021/09/20,1112,221,1297,224,19,221,70,221,19
MA,2021/09/20,513,82,478,83,8,82,4,82,6
MD,2021/09/20,1017,52,833,53,38,52,12,52,14
ME,2021/09/20,233,35,229,36,1,35,1,35,3
MI,2021/09/20,1490,155,1406,159,34,155,26,155,22
MN,2021/09/20,865,131,790,132,21,131,17,131,9
MO,2021/09/20,1686,121,1493,125,76,121,50,121,22
MS,2021/09/20,933,100,890,102,21,100,10,100,13
MT,2021/09/20,393,63,386,64,19,63,6,63,10
NC,2021/09/20,3292,117,3255,121,58,117,46,117,52
ND,2021/09/20,206,46,189,47,12,46,2,46,2
NE,2021/09/20,443,96,438,97,13,96,10,96,4
NJ,2021/09/20,1184,80,1086,81,21,80,4,80,18
NM,2021/09/20,373,51,371,52,11,51,7,51,6
NV,2021/09/20,1006,58,976,60,2,58,12,58,23
NY,2021/09/20,2765,171,2408,180,83,171,46,171,40
OH,2021/09/20,3912,195,3585,199,201,195,83,195,49
OK,2021/09/20,1276,135,1253,137,46,135,39,135,20
OR,2021/09/20,1065,60,994,62,21,60,8,60,15
PA,2021/09/20,2745,205,2396,211,96,205,44,205,37
PR,2021/09/20,244,64,230,65,15,64,1,64,10
RI,2021/09/20,105,13,99,14,1,13,0,13,1
SC,2021/09/20,2308,75,2259,77,33,75,31,75,60
SD,2021/09/20,228,61,219,64,6,61,3,61,8
TN,2021/09/20,3316,110,3261,113,58,110,54,110,82
TX,2021/09/20,12160,502,11602,507,315,502,251,502,206
UT,2021/09/20,568,52,541,53,15,52,2,52,4
VA,2021/09/20,2106,98,1914,101,31,98,20,98,40
WA,2021/09/20,1707,92,1494,94,30,92,17,92,27
WI,2021/09/20,1154,137,1130,140,26,137,9,137,11
WV,2021/09/20,990,59,984,63,11,59,10,59,12
WY,2021/09/20,207,27,205,29,3,27,3,27,7
AK,2021/09/21,214,22,206,22,2,22,1,22,7
AL,2021/09/21,1953,110,1874,112,63,110,37,110,45
AR,2021/09/21,979,95,893,97,18,95,12,95,21
AZ,2021/09/21,1916,106,1670,109,48,106,22,106,125
CA,2021/09/21,6297,369,5979,377,101,369,84,369,86
CO,2021/09/21,982,95,909,97,55,95,12,95,10
CT,2021/09/21,320,32,267,33,5,32,3,32,5
DE,2021/09/21,260,10,232,11,9,10,5,10,2
FL,2021/09/21,8026,236,7697,242,146,236,128,236,149
GA,2021/09/21,4788,154,4479,157,119,154,69,154,67
HI,2021/09/21,307,25,290,25,10,25,5,25,10
IA,2021/09/21,677,120,624,122,22,120,18,120,12
ID,2021/09/21,754,48,770,49,5,48,4,48,13
IL,2021/09/21,2016,181,1801,186,54,181,25,181,31
IN,2021/09/21,2391,133,2189,135,36,133,22,133,27
KS,2021/09/21,662,141,598,144,11,141,8,141,5
KY,2021/09/21,2278,104,2108,106,45,104,19,104,52
LA,2021/09/21,1078,221,1262,224,23,221,67,221,21
MA,2021/09/21,528,82,471,83,8,82,4,82,15
MD,2021/09/21,998,53,823,54,33,53,12,53,18
ME,2021/09/21,234,35,229,36,3,35,2,35,5
MI,2021/09/21,1536,155,1413,159,34,155,25,155,14
MN,2021/09/21,864,131,791,132,26,131,20,131,10
MO,2021/09/21,1717,121,1497,125,77,121,53,121,19
MS,2021/09/21,873,100,829,102,20,100,11,100,23
MT,2021/09/21,405,63,405,64,22,63,9,63,9
NC,2021/09/21,3266,116,3200,120,61,116,45,116,62
NE,2021/09/21,435,96,423,97,14,96,10,96,4
NH,2021/09/21,137,29,128,29,2,29,0,29,3
NJ,2021/09/21,1205,80,1095,81,15,80,6,80,20
NM,2021/09/21,374,51,359,52,9,51,8,51,5
NV,2021/09/21,983,58,950,60,7,58,11,58,12
NY,2021/09/21,2725,171,2361,180,63,171,32,171,31
OH,2021/09/21,3946,195,3633,199,207,195,93,195,62
OK,2021/09/21,1277,135,1242,137,42,135,41,135,18
OR,2021/09/21,1036,60,958,62,19,60,5,60,17
PA,2021/09/21,2850,206,2495,212,96,206,47,206,33
PR,2021/09/21,236,64,215,65,14,64,0,64,6
SC,2021/09/21,2323,74,2275,76,33,74,27,74,44
SD,2021/09/21,217,61,212,64,6,61,4,61,8
TN,2021/09/21,3265,109,3189,112,48,109,48,109,64
TX,2021/09/21,11950,501,11305,506,306,501,240,501,213
UT,2021/09/21,560,52,530,53,15,52,2,52,2
VA,2021/09/21,2028,98,1874,101,29,98,16,98,33
VT,2021/09/21,54,16,47,17,2,16,1,16,2
WA,2021/09/21,1697,92,1457,94,34,92,15,92,20
WI,2021/09/21,1142,138,1117,141,26,138,9,138,19
WV,2021/09/21,1023,59,1008,63,14,59,11,59,23
WY,2021/09/21,196,27,195,29,4,27,3,27,1
AK,2021/09/22,210,24,205,24,5,24,3,24,6
AL,2021/09/22,1924,115,1809,117,45,115,35,115,41
AR,2021/09/22,930,110,873,112,21,110,14,110,17
AZ,2021/09/22,1774,122,1571,125,31,122,20,122,78
CA,2021/09/22,6172,405,5865,413,105,405,87,405,88
CO,2021/09/22,970,104,899,106,55,104,14,104,6
CT,2021/09/22,316,39,285,40,3,39,3,39,7
DC,2021/09/22,129,13,107,14,22,13,18,13,2
DE,2021/09/22,239,15,218,16,9,15,5,15,3
FL,2021/09/22,7726,263,7379,269,149,263,128,263,168
GA,2021/09/22,4541,169,4195,172,113,169,74,169,93
HI,2021/09/22,289,26,272,26,9,26,6,26,3
IA,2021/09/22,672,124,618,126,19,124,17,124,6
ID,2021/09/22,767,52,783,53,11,52,9,52,13
IL,2021/09/22,1992,201,1775,206,47,201,19,201,20
IN,2021/09/22,2303,167,2114,169,32,167,16,167,29
KS,2021/09/22,687,147,630,150,12,147,5,147,7
KY,2021/09/22,2287,115,2119,117,68,115,25,115,58
LA,2021/09/22,1045,221,1222,224,31,221,75,221,17
MA,2021/09/22,504,101,463,102,6,101,3,101,7
MD,2021/09/22,952,59,803,60,29,59,12,59,18
ME,2021/09/22,232,38,228,39,1,38,1,38,4
MI,2021/09/22,1543,160,1445,164,33,160,22,160,21
MN,2021/09/22,858,139,779,140,26,139,21,139,4
MO,2021/09/22,1678,137,1466,141,81,137,55,137,28
MS,2021/09/22,860,107,815,109,23,107,9,107,19
MT,2021/09/22,417,65,421,66,22,65,10,65,9
NC,2021/09/22,3245,129,3184,133,54,129,43,129,51
ND,2021/09/22,237,49,215,50,11,49,4,49,3
NE,2021/09/22,442,99,423,100,12,99,8,99,5
NH,2021/09/22,144,30,135,30,2,30,1,30,2
NJ,2021/09/22,1158,95,1062,96,18,95,7,95,15
NM,2021/09/22,364,55,356,56,7,55,5,55,4
NV,2021/09/22,967,60,928,62,15,60,22,60,14
NY,2021/09/22,2788,199,2358,208,85,199,32,199,37
OH,2021/09/22,3917,231,3643,235,193,231,72,231,55
OK,2021/09/22,1220,148,1203,150,39,148,35,148,24
OR,2021/09/22,1054,62,971,64,18,62,6,62,12
PA,2021/09/22,2886,221,2522,227,97,221,51,221,37
PR,2021/09/22,227,64,202,65,21,64,1,64,4
RI,2021/09/22,112,14,105,15,3,14,0,14,1
SC,2021/09/22,2276,86,2212,88,26,86,21,86,49
SD,2021/09/22,199,62,195,65,3,62,2,62,6
TN,2021/09/22,3188,117,3108,120,53,117,51,117,87
TX,2021/09/22,11502,591,11002,596,314,591,239,591,218
UT,2021/09/22,569,58,545,59,11,58,0,58,5
VA,2021/09/22,2058,105,1886,108,27,105,17,105,30
VT,2021/09/22,52,16,46,17,2,16,1,16,1
WA,2021/09/22,1643,103,1425,105,24,103,13,103,17
WI,2021/09/22,1208,147,1179,150,25,147,10,147,15
WV,2021/09/22,1042,59,1034,63,16,59,14,59,18
WY,2021/09/22,212,29,207,31,3,29,2,29,3
AK,2021/09/23,221,24,217,24,6,24,4,24,5
AL,2021/09/23,1887,114,1773,116,62,114,40,114,39
AR,2021/09/23,889,110,845,112,24,110,16,110,10
AZ,2021/09/23,1814,122,1592,125,35,122,17,122,85
CA,2021/09/23,6109,406,5817,414,115,406,93,406,96
CO,2021/09/23,992,104,905,106,44,104,18,104,10
CT,2021/09/23,327,39,285,40,4,39,3,39,3
DE,2021/09/23,236,15,216,16,11,15,7,15,1
FL,2021/09/23,7302,263,6941,269,131,263,119,263,152
GA,2021/09/23,4395,169,4005,172,122,169,76,169,95
HI,2021/09/23,285,26,272,26,9,26,8,26,10
IA,2021/09/23,683,124,630,126,16,124,12,124,8
ID,2021/09/23,766,52,777,53,12,52,10,52,15
IL,2021/09/23,1937,201,1721,206,48,201,18,201,18
IN,2021/09/23,2262,167,2058,169,23,167,14,167,26
KS,2021/09/23,666,147,616,150,10,147,5,147,10
KY,2021/09/23,2265,115,2076,117,75,115,23,115,37
LA,2021/09/23,978,221,1161,224,25,221,73,221,12
MA,2021/09/23,519,101,475,102,9,101,6,101,10
MD,2021/09/23,921,59,775,60,33,59,9,59,11
ME,2021/09/23,230,38,225,39,1,38,1,38,2
MI,2021/09/23,1546,160,1458,164,34,160,25,160,23
MN,2021/09/23,826,139,757,140,23,139,19,139,6
MO,2021/09/23,1673,137,1446,141,65,137,43,137,24
MS,2021/09/23,815,107,776,109,19,107,9,107,21
MT,2021/09/23,424,65,422,66,25,65,10,65,11
NC,2021/09/23,3243,129,3191,133,55,129,45,129,63
NE,2021/09/23,408,99,396,100,11,99,8,99,10
NJ,2021/09/23,1146,95,1044,96,18,95,6,95,10
NM,2021/09/23,350,55,342,56,7,55,5,55,6
NV,2021/09/23,937,60,916,62,14,60,23,60,27
NY,2021/09/23,2817,199,2374,208,96,199,42,199,34
OH,2021/09/23,3908,231,3638,235,217,231,78,231,49
OK,2021/09/23,1197,148,1169,150,38,148,36,148,25
OR,2021/09/23,1014,62,933,64,20,62,7,62,19
PA,2021/09/23,2923,221,2566,227,96,221,52,221,36
PR,2021/09/23,206,64,189,65,19,64,1,64,11
RI,2021/09/23,112,14,102,15,4,14,1,14,1
SC,2021/09/23,2222,86,2163,88,29,86,23,86,42
SD,2021/09/23,186,62,180,65,3,62,2,62,9
TN,2021/09/23,3031,112,2974,115,43,112,40,112,79
TX,2021/09/23,11336,591,10732,596,303,591,240,591,180
UT,2021/09/23,561,58,538,59,11,58,0,58,6
VA,2021/09/23,2026,105,1855,108,34,105,22,105,40
VT,2021/09/23,43,16,42,17,1,16,1,16,1
WA,2021/09/23,1600,103,1389,105,27,103,13,103,28
WI,2021/09/23,1218,147,1189,150,18,147,7,147,12
WV,2021/09/23,1053,59,1049,63,20,59,16,59,22
WY,2021/09/23,223,29,216,31,3,29,2,29,4
AK,2021/09/24,218,24,214,24,5,24,4,24,5
AL,2021/09/24,1819,112,1725,114,41,112,31,112,31
AR,2021/09/24,894,110,828,112,20,110,12,110,12
AZ,2021/09/24,1809,122,1591,125,41,122,15,122,78
CA,2021/09/24,5915,406,5617,414,115,406,91,406,92
CO,2021/09/24,988,104,893,106,38,104,22,104,8
CT,2021/09/24,297,39,262,40,5,39,3,39,7
DE,2021/09/24,224,15,206,16,16,15,8,15,4
FL,2021/09/24,7024,263,6647,269,127,263,108,263,143
GA,2021/09/24,4201,169,3873,172,101,169,66,169,79
HI,2021/09/24,292,26,275,26,11,26,8,26,6
IA,2021/09/24,706,124,647,126,16,124,12,124,3
ID,2021/09/24,777,52,789,53,16,52,14,52,15
IL,2021/09/24,1895,201,1702,206,53,201,19,201,25
IN,2021/09/24,2202,167,2013,169,26,167,16,167,30
KS,2021/09/24,634,147,573,150,10,147,4,147,14
KY,2021/09/24,2211,115,2039,117,60,115,20,115,42
LA,2021/09/24,933,221,1121,224,18,221,71,221,13
MA,2021/09/24,508,101,462,102,10,101,7,101,9
MD,2021/09/24,925,59,766,60,45,59,21,59,8
ME,2021/09/24,231,38,224,39,3,38,2,38,2
MI,2021/09/24,1560,160,1474,164,35,160,27,160,21
MN,2021/09/24,853,139,757,140,21,139,18,139,8
MO,2021/09/24,1609,137,1409,141,73,137,46,137,19
MS,2021/09/24,786,107,737,109,22,107,8,107,16
MT,2021/09/24,408,65,409,66,23,65,6,65,10
NC,2021/09/24,3170,129,3110,133,57,129,44,129,71
NE,2021/09/24,414,99,401,100,11,99,8,99,8
NJ,2021/09/24,1113,95,1030,96,10,95,3,95,19
NM,2021/09/24,334,55,325,56,6,55,4,55,7
NV,2021/09/24,953,60,888,62,21,60,25,60,21
NY,2021/09/24,2758,199,2374,208,103,199,43,199,40
OH,2021/09/24,3923,231,3627,235,234,231,93,231,64
OK,2021/09/24,1168,148,1153,150,36,148,35,148,11
OR,2021/09/24,961,62,884,64,25,62,6,62,22
PA,2021/09/24,3036,221,2631,227,95,221,56,221,29
PR,2021/09/24,214,64,193,65,14,64,1,64,2
RI,2021/09/24,114,14,106,15,3,14,1,14,1
SC,2021/09/24,2144,86,2076,88,30,86,24,86,45
SD,2021/09/24,184,62,178,65,4,62,3,62,6
TN,2021/09/24,2936,112,2867,115,45,112,40,112,82
TX,2021/09/24,10863,591,10306,596,286,591,236,591,177
UT,2021/09/24,586,58,560,59,10,58,0,58,3
VA,2021/09/24,2006,105,1835,108,31,105,19,105,32
WA,2021/09/24,1538,103,1326,105,26,103,11,103,21
WI,2021/09/24,1176,147,1147,150,32,147,11,147,11
WV,2021/09/24,1088,59,1059,63,17,59,15,59,14
WY,2021/09/24,223,29,214,31,3,29,2,29,1
AK,2021/09/25,223,24,219,24,8,24,4,24,4
AL,2021/09/25,1780,112,1615,114,45,112,27,112,41
AR,2021/09/25,830,110,772,112,12,110,7,110,19
AZ,2021/09/25,1746,122,1552,125,38,122,16,122,61
CA,2021/09/25,5757,406,5451,414,105,406,88,405,98
CO,2021/09/25,981,104,890,106,22,104,16,104,7
CT,2021/09/25,302,39,260,40,4,39,3,39,7
DC,2021/09/25,112,13,94,14,18,13,16,13,3
DE,2021/09/25,226,15,211,16,15,15,4,15,5
FL,2021/09/25,6594,263,6283,269,118,263,99,263,130
GA,2021/09/25,4017,169,3672,172,93,169,52,169,78
HI,2021/09/25,279,26,261,26,12,26,7,26,3
IA,2021/09/25,678,124,634,126,17,124,12,124,7
ID,2021/09/25,757,52,772,53,15,52,12,52,16
IL,2021/09/25,1839,201,1650,206,53,201,20,201,24
IN,2021/09/25,2097,167,1936,169,23,167,15,167,30
KS,2021/09/25,612,147,549,150,13,147,5,147,13
KY,2021/09/25,2093,115,1926,117,61,115,18,115,85
LA,2021/09/25,880,221,1046,224,22,221,74,221,11
MA,2021/09/25,500,101,453,102,5,101,4,101,7
MD,2021/09/25,967,59,775,60,37,59,10,59,10
ME,2021/09/25,241,38,232,39,2,38,2,38,3
MI,2021/09/25,1554,160,1475,164,45,160,29,160,22
MN,2021/09/25,840,139,748,140,26,139,20,139,8
MO,2021/09/25,1556,137,1368,141,60,137,41,137,29
MS,2021/09/25,740,107,708,109,16,107,5,107,15
MT,2021/09/25,415,65,414,66,19,65,19,65,11
NC,2021/09/25,2967,129,2990,133,62,129,46,129,65
NE,2021/09/25,403,99,383,100,13,99,9,99,2
NJ,2021/09/25,1073,95,985,96,24,95,13,95,22
NM,2021/09/25,339,55,324,56,19,55,5,55,5
NV,2021/09/25,898,60,851,62,12,60,24,60,9
NY,2021/09/25,2669,199,2304,208,80,199,34,199,37
OH,2021/09/25,3872,231,3575,235,241,231,108,231,57
OK,2021/09/25,1117,148,1088,150,37,148,35,148,21
OR,2021/09/25,941,62,854,64,19,62,7,62,19
PA,2021/09/25,3047,221,2634,227,95,221,55,221,34
PR,2021/09/25,189,64,166,65,15,64,0,64,6
RI,2021/09/25,111,14,109,15,3,14,1,14,1
SC,2021/09/25,2151,86,2027,88,27,86,25,86,37
SD,2021/09/25,185,62,181,65,3,62,2,62,9
TN,2021/09/25,2830,112,2768,115,47,112,44,112,66
TX,2021/09/25,10481,591,9852,596,285,591,232,591,181
UT,2021/09/25,574,58,553,59,11,58,0,58,4
VA,2021/09/25,1983,105,1807,108,34,105,19,105,27
WA,2021/09/25,1478,103,1310,105,22,103,12,103,24
WI,2021/09/25,1148,147,1115,150,27,147,11,147,16
WV,2021/09/25,1050,59,1031,63,15,59,13,59,14
WY,2021/09/25,223,29,214,31,3,29,2,29,1
AK,2021/09/26,207,24,204,24,5,24,3,24,6
AL,2021/09/26,1783,112,1614,114,36,112,25,112,31
AR,2021/09/26,825,110,765,112,11,110,8,110,12
AZ,2021/09/26,1776,122,1569,125,42,122,16,122,44
CA,2021/09/26,5759,406,5378,414,105,406,87,406,86
CO,2021/09/26,972,104,888,106,31,104,20,104,16
CT,2021/09/26,300,39,263,40,9,39,4,39,3
DC,2021/09/26,114,13,93,14,19,13,17,13,1
DE,2021/09/26,225,15,200,16,10,15,5,15,1
FL,2021/09/26,6418,263,6134,269,115,263,99,263,113
GA,2021/09/26,3973,169,3610,172,94,169,52,169,78
HI,2021/09/26,271,26,261,26,10,26,6,26,4
IA,2021/09/26,672,124,628,126,15,124,12,124,12
ID,2021/09/26,737,52,745,53,44,52,14,52,14
IL,2021/09/26,1882,201,1661,206,48,201,22,201,14
IN,2021/09/26,2115,167,1925,169,28,167,18,167,27
KS,2021/09/26,620,147,553,150,10,147,4,147,7
KY,2021/09/26,2092,115,1900,117,70,115,17,115,35
LA,2021/09/26,857,221,1015,224,25,221,78,221,12
MA,2021/09/26,510,101,469,102,3,101,2,101,5
MD,2021/09/26,965,59,765,60,41,59,8,59,15
ME,2021/09/26,236,38,227,39,1,38,1,38,5
MI,2021/09/26,1582,160,1504,164,41,160,28,160,15
MN,2021/09/26,829,139,740,140,26,139,23,139,10
MO,2021/09/26,1487,137,1334,141,65,137,41,137,27
MS,2021/09/26,714,107,678,109,14,107,5,107,16
MT,2021/09/26,427,65,424,66,19,65,8,65,7
NC,2021/09/26,3027,129,2961,133,59,129,48,129,63
NE,2021/09/26,399,99,384,100,11,99,8,99,3
NJ,2021/09/26,1084,95,980,96,21,95,10,95,12
NM,2021/09/26,337,55,319,56,11,55,6,55,6
NV,2021/09/26,901,60,877,62,12,60,25,60,12
NY,2021/09/26,2858,199,2355,208,95,199,37,199,26
OH,2021/09/26,3904,231,3590,235,200,231,79,231,57
OK,2021/09/26,1106,148,1081,150,40,148,38,148,8
OR,2021/09/26,894,62,849,64,18,62,6,62,8
PA,2021/09/26,3037,221,2673,227,81,221,49,221,34
PR,2021/09/26,169,64,154,65,14,64,1,64,5
RI,2021/09/26,118,14,113,15,5,14,1,14,1
SC,2021/09/26,2039,86,1971,88,29,86,25,86,56
SD,2021/09/26,189,62,182,65,2,62,1,62,6
TN,2021/09/26,2787,112,2739,115,47,112,43,112,61
TX,2021/09/26,10198,591,9677,596,293,591,241,591,174
UT,2021/09/26,560,58,540,59,10,58,0,58,2
VA,2021/09/26,1993,105,1796,108,39,105,19,105,25
WA,2021/09/26,1478,103,1320,105,27,103,13,103,25
WI,2021/09/26,1163,147,1137,150,28,147,10,147,7
WV,2021/09/26,1041,59,1027,63,18,59,16,59,23
WY,2021/09/26,212,29,200,31,3,29,2,29,5
AK,2021/09/27,208,22,204,22,4,22,3,22,7
AL,2021/09/27,1713,111,1582,113,47,111,30,111,32
AR,2021/09/27,796,95,756,97,12,95,7,95,14
AZ,2021/09/27,1745,106,1549,109,50,106,21,106,66
CA,2021/09/27,5698,370,5285,378,107,370,82,370,93
CO,2021/09/27,983,95,899,97,46,95,22,95,14
CT,2021/09/27,293,32,254,33,5,32,4,32,6
DC,2021/09/27,111,13,89,14,18,13,16,13,1
FL,2021/09/27,6325,235,6048,241,117,235,104,235,116
GA,2021/09/27,3891,155,3579,158,79,155,51,155,77
HI,2021/09/27,274,25,261,25,6,25,5,25,4
IA,2021/09/27,677,120,635,122,17,120,11,120,8
ID,2021/09/27,750,49,762,50,14,49,14,49,14
IL,2021/09/27,1859,181,1663,186,51,181,14,181,45
IN,2021/09/27,2068,133,1879,135,28,133,18,133,28
KS,2021/09/27,630,141,565,144,10,141,4,141,8
KY,2021/09/27,2052,104,1869,106,39,104,10,104,49
LA,2021/09/27,847,221,1014,224,28,221,78,221,11
MA,2021/09/27,521,82,482,83,2,82,2,82,13
MD,2021/09/27,1002,52,774,53,41,52,9,52,11
ME,2021/09/27,240,35,229,36,3,35,2,35,3
MI,2021/09/27,1606,155,1540,159,38,155,26,155,28
MN,2021/09/27,837,130,758,131,29,130,25,130,8
MO,2021/09/27,1543,121,1348,125,60,121,35,121,28
MS,2021/09/27,706,100,663,102,17,100,9,100,19
MT,2021/09/27,441,63,442,64,22,63,8,63,9
NC,2021/09/27,2918,116,2907,120,66,116,45,116,54
NE,2021/09/27,438,96,422,97,14,96,9,96,3
NH,2021/09/27,146,29,138,29,1,29,0,29,1
NJ,2021/09/27,1113,79,1021,80,21,79,6,79,13
NM,2021/09/27,338,51,329,52,7,51,6,51,5
NV,2021/09/27,891,58,869,60,12,58,21,58,21
NY,2021/09/27,2747,171,2345,180,87,171,32,171,25
OH,2021/09/27,3956,197,3647,201,229,197,80,197,61
OK,2021/09/27,1128,136,1085,138,38,136,36,136,19
OR,2021/09/27,927,60,864,62,21,60,7,60,14
PA,2021/09/27,3117,205,2727,211,80,205,50,205,34
PR,2021/09/27,165,64,156,65,9,64,1,64,2
RI,2021/09/27,118,13,108,14,1,13,1,13,2
SC,2021/09/27,2002,74,1937,76,29,74,24,74,46
SD,2021/09/27,198,61,183,64,3,61,1,61,10
TN,2021/09/27,2774,109,2704,112,53,109,49,109,60
TX,2021/09/27,9950,503,9480,508,273,503,218,503,234
UT,2021/09/27,557,52,546,53,12,52,0,52,3
VA,2021/09/27,2050,99,1866,102,32,99,17,99,29
WA,2021/09/27,1454,92,1267,94,27,92,13,92,24
WI,2021/09/27,1222,138,1187,141,33,138,9,138,19
WV,2021/09/27,1060,59,1037,63,16,59,13,59,13
WY,2021/09/27,217,27,206,29,2,27,2,27,7
AK,2021/09/28,214,22,206,22,3,22,2,22,7
AL,2021/09/28,1639,111,1517,113,40,111,31,111,35
AR,2021/09/28,799,95,746,97,16,95,6,95,21
AZ,2021/09/28,1752,106,1526,109,50,106,19,106,31
CA,2021/09/28,5490,371,5192,379,96,371,78,371,83
CO,2021/09/28,965,95,892,97,39,95,21,95,13
CT,2021/09/28,287,32,248,33,4,32,3,32,4
DE,2021/09/28,233,10,209,11,12,10,6,10,3
FL,2021/09/28,6055,235,5750,241,103,235,89,235,115
GA,2021/09/28,3791,155,3485,158,85,155,51,155,64
HI,2021/09/28,263,25,253,25,6,25,4,25,5
IA,2021/09/28,655,120,611,122,22,120,13,120,8
ID,2021/09/28,764,48,775,49,12,48,12,48,22
IL,2021/09/28,1853,181,1646,186,36,181,11,181,29
IN,2021/09/28,2061,132,1848,134,41,132,26,132,33
KS,2021/09/28,620,141,550,144,12,141,6,141,13
KY,2021/09/28,2101,104,1872,106,60,104,9,104,52
LA,2021/09/28,801,221,982,224,30,221,82,221,11
MA,2021/09/28,514,82,475,83,10,82,6,82,6
MD,2021/09/28,979,52,770,53,23,52,6,52,6
ME,2021/09/28,225,35,219,36,3,35,1,35,1
MI,2021/09/28,1625,155,1522,159,41,155,27,155,21
MN,2021/09/28,893,130,791,131,30,130,27,130,6
MO,2021/09/28,1533,120,1327,124,57,120,33,120,19
MS,2021/09/28,688,100,645,102,21,100,10,100,18
MT,2021/09/28,438,64,442,65,21,64,9,64,7
NC,2021/09/28,2903,117,2846,121,52,117,42,117,63
NE,2021/09/28,441,96,415,97,16,96,11,96,4
NJ,2021/09/28,1101,79,1021,80,14,79,1,79,11
NM,2021/09/28,333,51,307,52,11,51,6,51,6
NV,2021/09/28,882,58,860,60,10,58,19,58,18
NY,2021/09/28,2802,171,2337,180,68,171,34,171,39
OH,2021/09/28,3937,197,3643,201,209,197,79,197,48
OK,2021/09/28,1079,137,1050,139,41,137,36,137,23
OR,2021/09/28,921,60,852,62,22,60,8,60,10
PA,2021/09/28,3208,205,2757,211,86,205,49,205,51
PR,2021/09/28,160,64,143,65,14,64,1,64,2
RI,2021/09/28,111,13,103,14,2,13,0,13,2
SC,2021/09/28,1905,74,1831,76,22,74,20,74,54
SD,2021/09/28,201,61,188,64,4,61,4,61,7
TN,2021/09/28,2706,110,2632,113,48,110,43,110,73
TX,2021/09/28,9881,503,9280,508,265,503,206,503,191
UT,2021/09/28,557,52,546,53,13,52,0,52,4
VA,2021/09/28,1951,98,1766,101,32,98,16,98,38
WA,2021/09/28,1468,92,1269,94,33,92,16,92,28
WI,2021/09/28,1180,137,1171,140,23,137,10,137,16
WV,2021/09/28,1081,59,1061,63,14,59,13,59,8
WY,2021/09/28,232,27,227,29,3,27,2,27,4
AK,2021/09/29,211,24,202,24,4,24,2,24,6
AL,2021/09/29,1555,115,1419,117,46,115,33,115,40
AR,2021/09/29,742,111,701,113,8,111,6,111,18
AZ,2021/09/29,1746,122,1533,125,44,122,21,122,72
CA,2021/09/29,5324,407,5030,415,108,407,90,407,84
CO,2021/09/29,951,104,865,106,47,104,23,104,16
CT,2021/09/29,290,38,235,39,4,38,3,38,5
DE,2021/09/29,240,15,218,16,8,15,5,15,1
FL,2021/09/29,5695,262,5393,268,91,262,85,262,133
GA,2021/09/29,3702,168,3332,171,80,168,55,168,65
HI,2021/09/29,236,26,227,26,8,26,5,26,4
IA,2021/09/29,645,124,600,126,19,124,13,124,16
ID,2021/09/29,735,52,746,53,12,52,11,52,13
IL,2021/09/29,1835,199,1580,204,45,199,16,199,20
IN,2021/09/29,2001,167,1824,169,30,167,24,167,26
KS,2021/09/29,612,147,534,150,12,147,6,147,7
KY,2021/09/29,2052,114,1846,116,62,114,13,114,33
LA,2021/09/29,749,221,929,224,30,221,74,221,22
MA,2021/09/29,488,101,456,102,5,101,4,101,11
MD,2021/09/29,983,59,784,60,26,59,9,59,12
ME,2021/09/29,237,38,232,39,2,38,2,38,2
MI,2021/09/29,1674,160,1574,164,34,160,26,160,16
MN,2021/09/29,866,139,785,140,27,139,22,139,11
MO,2021/09/29,1475,137,1277,141,69,137,36,137,28
MS,2021/09/29,644,107,613,109,20,107,9,107,21
MT,2021/09/29,425,65,429,66,21,65,7,65,5
NC,2021/09/29,2862,128,2781,132,50,128,37,128,52
NE,2021/09/29,441,99,414,100,14,99,9,99,3
NJ,2021/09/29,1091,95,1012,96,14,95,3,95,21
NM,2021/09/29,354,55,344,56,5,55,2,55,2
NV,2021/09/29,924,60,866,62,14,60,25,60,19
NY,2021/09/29,2647,200,2260,209,85,200,39,200,37
